GPS-Reading took: 0.000000 [s] 	 Scanning took 3.328000 [s] 	 Evaluation took 0.045000 [s] 	 Writing to file took: 0.026000 [s]
GPS-Reading took: 0.000000 [s] 	 Scanning took 3.326000 [s] 	 Evaluation took 0.043000 [s] 	 Writing to file took: 0.012000 [s]
GPS-Reading took: 0.000000 [s] 	 Scanning took 3.324000 [s] 	 Evaluation took 0.037000 [s] 	 Writing to file took: 0.015000 [s]
GPS-Reading took: 0.000000 [s] 	 Scanning took 3.323000 [s] 	 Evaluation took 0.068000 [s] 	 Writing to file took: 0.043000 [s]
GPS-Reading took: 0.000000 [s] 	 Scanning took 3.328000 [s] 	 Evaluation took 0.052000 [s] 	 Writing to file took: 0.048000 [s]
GPS-Reading took: 0.001000 [s] 	 Scanning took 3.323000 [s] 	 Evaluation took 0.041000 [s] 	 Writing to file took: 0.028000 [s]
GPS-Reading took: 0.000000 [s] 	 Scanning took 3.326000 [s] 	 Evaluation took 0.047000 [s] 	 Writing to file took: 0.041000 [s]
GPS-Reading took: 0.000000 [s] 	 Scanning took 3.325000 [s] 	 Evaluation took 0.043000 [s] 	 Writing to file took: 0.044000 [s]
GPS-Reading took: 0.000000 [s] 	 Scanning took 3.325000 [s] 	 Evaluation took 0.049000 [s] 	 Writing to file took: 0.036000 [s]
GPS-Reading took: 0.001000 [s] 	 Scanning took 3.325000 [s] 	 Evaluation took 0.047000 [s] 	 Writing to file took: 0.045000 [s]
GPS-Reading took: 0.000000 [s] 	 Scanning took 3.323000 [s] 	 Evaluation took 0.043000 [s] 	 Writing to file took: 0.021000 [s]
GPS-Reading took: 0.000000 [s] 	 Scanning took 3.325000 [s] 	 Evaluation took 0.050000 [s] 	 Writing to file took: 0.033000 [s]
GPS-Reading took: 0.001000 [s] 	 Scanning took 3.326000 [s] 	 Evaluation took 0.046000 [s] 	 Writing to file took: 0.045000 [s]
GPS-Reading took: 0.000000 [s] 	 Scanning took 3.331000 [s] 	 Evaluation took 0.048000 [s] 	 Writing to file took: 0.038000 [s]
GPS-Reading took: 0.000000 [s] 	 Scanning took 3.324000 [s] 	 Evaluation took 0.058000 [s] 	 Writing to file took: 0.041000 [s]
GPS-Reading took: 0.000000 [s] 	 Scanning took 3.331000 [s] 	 Evaluation took 0.054000 [s] 	 Writing to file took: 0.041000 [s]
GPS-Reading took: 0.000000 [s] 	 Scanning took 3.325000 [s] 	 Evaluation took 0.047000 [s] 	 Writing to file took: 0.050000 [s]
GPS-Reading took: 0.001000 [s] 	 Scanning took 3.329000 [s] 	 Evaluation took 0.053000 [s] 	 Writing to file took: 0.041000 [s]
GPS-Reading took: 0.000000 [s] 	 Scanning took 3.323000 [s] 	 Evaluation took 0.045000 [s] 	 Writing to file took: 0.044000 [s]
GPS-Reading took: 0.001000 [s] 	 Scanning took 3.327000 [s] 	 Evaluation took 0.042000 [s] 	 Writing to file took: 0.038000 [s]
GPS-Reading took: 0.001000 [s] 	 Scanning took 3.321000 [s] 	 Evaluation took 0.034000 [s] 	 Writing to file took: 0.015000 [s]
GPS-Reading took: 0.001000 [s] 	 Scanning took 3.337000 [s] 	 Evaluation took 0.044000 [s] 	 Writing to file took: 0.017000 [s]
GPS-Reading took: 0.000000 [s] 	 Scanning took 3.327000 [s] 	 Evaluation took 0.039000 [s] 	 Writing to file took: 0.022000 [s]
GPS-Reading took: 0.001000 [s] 	 Scanning took 3.324000 [s] 	 Evaluation took 0.039000 [s] 	 Writing to file took: 0.016000 [s]
GPS-Reading took: 0.000000 [s] 	 Scanning took 3.347000 [s] 	 Evaluation took 0.057000 [s] 	 Writing to file took: 0.046000 [s]
GPS-Reading took: 0.000000 [s] 	 Scanning took 3.327000 [s] 	 Evaluation took 0.047000 [s] 	 Writing to file took: 0.044000 [s]
GPS-Reading took: 0.000000 [s] 	 Scanning took 3.326000 [s] 	 Evaluation took 0.038000 [s] 	 Writing to file took: 0.014000 [s]
GPS-Reading took: 0.000000 [s] 	 Scanning took 3.325000 [s] 	 Evaluation took 0.045000 [s] 	 Writing to file took: 0.042000 [s]
GPS-Reading took: 0.000000 [s] 	 Scanning took 3.327000 [s] 	 Evaluation took 0.038000 [s] 	 Writing to file took: 0.014000 [s]
GPS-Reading took: 0.001000 [s] 	 Scanning took 3.328000 [s] 	 Evaluation took 0.037000 [s] 	 Writing to file took: 0.017000 [s]
GPS-Reading took: 0.000000 [s] 	 Scanning took 3.322000 [s] 	 Evaluation took 0.043000 [s] 	 Writing to file took: 0.035000 [s]
GPS-Reading took: 0.001000 [s] 	 Scanning took 3.326000 [s] 	 Evaluation took 0.045000 [s] 	 Writing to file took: 0.035000 [s]
GPS-Reading took: 0.001000 [s] 	 Scanning took 3.324000 [s] 	 Evaluation took 0.041000 [s] 	 Writing to file took: 0.019000 [s]
GPS-Reading took: 0.000000 [s] 	 Scanning took 3.322000 [s] 	 Evaluation took 0.040000 [s] 	 Writing to file took: 0.034000 [s]
GPS-Reading took: 0.000000 [s] 	 Scanning took 3.324000 [s] 	 Evaluation took 0.051000 [s] 	 Writing to file took: 0.038000 [s]
GPS-Reading took: 0.001000 [s] 	 Scanning took 3.328000 [s] 	 Evaluation took 0.042000 [s] 	 Writing to file took: 0.032000 [s]
GPS-Reading took: 0.000000 [s] 	 Scanning took 3.324000 [s] 	 Evaluation took 0.043000 [s] 	 Writing to file took: 0.018000 [s]
GPS-Reading took: 0.000000 [s] 	 Scanning took 3.328000 [s] 	 Evaluation took 0.052000 [s] 	 Writing to file took: 0.039000 [s]
GPS-Reading took: 0.000000 [s] 	 Scanning took 3.336000 [s] 	 Evaluation took 0.046000 [s] 	 Writing to file took: 0.023000 [s]
GPS-Reading took: 0.001000 [s] 	 Scanning took 3.333000 [s] 	 Evaluation took 0.048000 [s] 	 Writing to file took: 0.026000 [s]
GPS-Reading took: 0.000000 [s] 	 Scanning took 3.326000 [s] 	 Evaluation took 0.046000 [s] 	 Writing to file took: 0.023000 [s]
GPS-Reading took: 0.000000 [s] 	 Scanning took 3.329000 [s] 	 Evaluation took 0.051000 [s] 	 Writing to file took: 0.034000 [s]
GPS-Reading took: 0.001000 [s] 	 Scanning took 3.328000 [s] 	 Evaluation took 0.059000 [s] 	 Writing to file took: 0.032000 [s]
GPS-Reading took: 0.001000 [s] 	 Scanning took 3.329000 [s] 	 Evaluation took 0.052000 [s] 	 Writing to file took: 0.031000 [s]
GPS-Reading took: 0.001000 [s] 	 Scanning took 3.325000 [s] 	 Evaluation took 0.051000 [s] 	 Writing to file took: 0.038000 [s]
GPS-Reading took: 0.001000 [s] 	 Scanning took 3.330000 [s] 	 Evaluation took 0.044000 [s] 	 Writing to file took: 0.016000 [s]
GPS-Reading took: 0.000000 [s] 	 Scanning took 3.328000 [s] 	 Evaluation took 0.056000 [s] 	 Writing to file took: 0.042000 [s]
GPS-Reading took: 0.000000 [s] 	 Scanning took 3.326000 [s] 	 Evaluation took 0.047000 [s] 	 Writing to file took: 0.041000 [s]
GPS-Reading took: 0.000000 [s] 	 Scanning took 3.328000 [s] 	 Evaluation took 0.048000 [s] 	 Writing to file took: 0.029000 [s]
GPS-Reading took: 0.000000 [s] 	 Scanning took 3.326000 [s] 	 Evaluation took 0.041000 [s] 	 Writing to file took: 0.048000 [s]
GPS-Reading took: 0.000000 [s] 	 Scanning took 3.327000 [s] 	 Evaluation took 0.051000 [s] 	 Writing to file took: 0.045000 [s]
GPS-Reading took: 0.001000 [s] 	 Scanning took 3.324000 [s] 	 Evaluation took 0.053000 [s] 	 Writing to file took: 0.044000 [s]
GPS-Reading took: 0.000000 [s] 	 Scanning took 3.326000 [s] 	 Evaluation took 0.047000 [s] 	 Writing to file took: 0.015000 [s]
GPS-Reading took: 0.001000 [s] 	 Scanning took 3.328000 [s] 	 Evaluation took 0.047000 [s] 	 Writing to file took: 0.033000 [s]
GPS-Reading took: 0.000000 [s] 	 Scanning took 3.328000 [s] 	 Evaluation took 0.044000 [s] 	 Writing to file took: 0.035000 [s]
GPS-Reading took: 0.001000 [s] 	 Scanning took 3.324000 [s] 	 Evaluation took 0.049000 [s] 	 Writing to file took: 0.043000 [s]
GPS-Reading took: 0.000000 [s] 	 Scanning took 3.326000 [s] 	 Evaluation took 0.044000 [s] 	 Writing to file took: 0.028000 [s]
GPS-Reading took: 0.000000 [s] 	 Scanning took 3.322000 [s] 	 Evaluation took 0.038000 [s] 	 Writing to file took: 0.017000 [s]
GPS-Reading took: 0.000000 [s] 	 Scanning took 3.325000 [s] 	 Evaluation took 0.048000 [s] 	 Writing to file took: 0.040000 [s]
GPS-Reading took: 0.000000 [s] 	 Scanning took 3.325000 [s] 	 Evaluation took 0.044000 [s] 	 Writing to file took: 0.041000 [s]
GPS-Reading took: 0.000000 [s] 	 Scanning took 3.327000 [s] 	 Evaluation took 0.042000 [s] 	 Writing to file took: 0.027000 [s]
GPS-Reading took: 0.000000 [s] 	 Scanning took 3.327000 [s] 	 Evaluation took 0.038000 [s] 	 Writing to file took: 0.014000 [s]
GPS-Reading took: 0.000000 [s] 	 Scanning took 3.325000 [s] 	 Evaluation took 0.038000 [s] 	 Writing to file took: 0.025000 [s]
GPS-Reading took: 0.000000 [s] 	 Scanning took 3.324000 [s] 	 Evaluation took 0.041000 [s] 	 Writing to file took: 0.017000 [s]
GPS-Reading took: 0.000000 [s] 	 Scanning took 3.331000 [s] 	 Evaluation took 0.042000 [s] 	 Writing to file took: 0.036000 [s]
GPS-Reading took: 0.000000 [s] 	 Scanning took 3.327000 [s] 	 Evaluation took 0.047000 [s] 	 Writing to file took: 0.045000 [s]
GPS-Reading took: 0.000000 [s] 	 Scanning took 3.325000 [s] 	 Evaluation took 0.049000 [s] 	 Writing to file took: 0.034000 [s]
GPS-Reading took: 0.000000 [s] 	 Scanning took 3.328000 [s] 	 Evaluation took 0.040000 [s] 	 Writing to file took: 0.015000 [s]
GPS-Reading took: 0.001000 [s] 	 Scanning took 3.324000 [s] 	 Evaluation took 0.045000 [s] 	 Writing to file took: 0.030000 [s]
GPS-Reading took: 0.000000 [s] 	 Scanning took 3.328000 [s] 	 Evaluation took 0.043000 [s] 	 Writing to file took: 0.014000 [s]
GPS-Reading took: 0.000000 [s] 	 Scanning took 3.324000 [s] 	 Evaluation took 0.038000 [s] 	 Writing to file took: 0.013000 [s]
GPS-Reading took: 0.001000 [s] 	 Scanning took 3.323000 [s] 	 Evaluation took 0.040000 [s] 	 Writing to file took: 0.034000 [s]
GPS-Reading took: 0.000000 [s] 	 Scanning took 3.333000 [s] 	 Evaluation took 0.041000 [s] 	 Writing to file took: 0.021000 [s]
GPS-Reading took: 0.000000 [s] 	 Scanning took 3.323000 [s] 	 Evaluation took 0.036000 [s] 	 Writing to file took: 0.010000 [s]
GPS-Reading took: 0.000000 [s] 	 Scanning took 3.324000 [s] 	 Evaluation took 0.048000 [s] 	 Writing to file took: 0.033000 [s]
GPS-Reading took: 0.000000 [s] 	 Scanning took 3.341000 [s] 	 Evaluation took 0.047000 [s] 	 Writing to file took: 0.048000 [s]
GPS-Reading took: 0.000000 [s] 	 Scanning took 3.331000 [s] 	 Evaluation took 0.051000 [s] 	 Writing to file took: 0.039000 [s]
GPS-Reading took: 0.001000 [s] 	 Scanning took 3.326000 [s] 	 Evaluation took 0.052000 [s] 	 Writing to file took: 0.036000 [s]
GPS-Reading took: 0.000000 [s] 	 Scanning took 3.326000 [s] 	 Evaluation took 0.053000 [s] 	 Writing to file took: 0.025000 [s]
GPS-Reading took: 0.001000 [s] 	 Scanning took 3.325000 [s] 	 Evaluation took 0.057000 [s] 	 Writing to file took: 0.046000 [s]
GPS-Reading took: 0.000000 [s] 	 Scanning took 3.326000 [s] 	 Evaluation took 0.043000 [s] 	 Writing to file took: 0.049000 [s]
GPS-Reading took: 0.001000 [s] 	 Scanning took 3.322000 [s] 	 Evaluation took 0.052000 [s] 	 Writing to file took: 0.036000 [s]
GPS-Reading took: 0.001000 [s] 	 Scanning took 3.326000 [s] 	 Evaluation took 0.042000 [s] 	 Writing to file took: 0.029000 [s]
GPS-Reading took: 0.000000 [s] 	 Scanning took 2.756000 [s] 	 Evaluation took 0.787000 [s] 	 Writing to file took: 0.013000 [s]
GPS-Reading took: 0.000000 [s] 	 Scanning took 3.322000 [s] 	 Evaluation took 1.593000 [s] 	 Writing to file took: 0.012000 [s]
GPS-Reading took: 0.000000 [s] 	 Scanning took 3.323000 [s] 	 Evaluation took 0.008000 [s] 	 Writing to file took: 0.025000 [s]
GPS-Reading took: 0.000000 [s] 	 Scanning took 3.330000 [s] 	 Evaluation took 0.081000 [s] 	 Writing to file took: 0.028000 [s]
GPS-Reading took: 0.000000 [s] 	 Scanning took 3.328000 [s] 	 Evaluation took 0.038000 [s] 	 Writing to file took: 0.029000 [s]
GPS-Reading took: 0.001000 [s] 	 Scanning took 3.323000 [s] 	 Evaluation took 0.044000 [s] 	 Writing to file took: 0.027000 [s]
GPS-Reading took: 0.000000 [s] 	 Scanning took 3.330000 [s] 	 Evaluation took 0.044000 [s] 	 Writing to file took: 0.028000 [s]
GPS-Reading took: 0.000000 [s] 	 Scanning took 3.332000 [s] 	 Evaluation took 0.053000 [s] 	 Writing to file took: 0.042000 [s]
GPS-Reading took: 0.000000 [s] 	 Scanning took 3.326000 [s] 	 Evaluation took 0.051000 [s] 	 Writing to file took: 0.039000 [s]
GPS-Reading took: 0.000000 [s] 	 Scanning took 3.327000 [s] 	 Evaluation took 0.042000 [s] 	 Writing to file took: 0.027000 [s]
GPS-Reading took: 0.000000 [s] 	 Scanning took 3.327000 [s] 	 Evaluation took 0.045000 [s] 	 Writing to file took: 0.032000 [s]
GPS-Reading took: 0.000000 [s] 	 Scanning took 3.325000 [s] 	 Evaluation took 0.059000 [s] 	 Writing to file took: 0.041000 [s]
GPS-Reading took: 0.000000 [s] 	 Scanning took 3.331000 [s] 	 Evaluation took 0.050000 [s] 	 Writing to file took: 0.050000 [s]
GPS-Reading took: 0.001000 [s] 	 Scanning took 3.324000 [s] 	 Evaluation took 0.042000 [s] 	 Writing to file took: 0.021000 [s]
GPS-Reading took: 0.000000 [s] 	 Scanning took 3.331000 [s] 	 Evaluation took 0.039000 [s] 	 Writing to file took: 0.028000 [s]
GPS-Reading took: 0.001000 [s] 	 Scanning took 3.340000 [s] 	 Evaluation took 0.040000 [s] 	 Writing to file took: 0.013000 [s]
GPS-Reading took: 0.000000 [s] 	 Scanning took 3.328000 [s] 	 Evaluation took 0.045000 [s] 	 Writing to file took: 0.015000 [s]
GPS-Reading took: 0.000000 [s] 	 Scanning took 3.325000 [s] 	 Evaluation took 0.052000 [s] 	 Writing to file took: 0.038000 [s]
GPS-Reading took: 0.000000 [s] 	 Scanning took 3.329000 [s] 	 Evaluation took 0.042000 [s] 	 Writing to file took: 0.024000 [s]
GPS-Reading took: 0.000000 [s] 	 Scanning took 3.326000 [s] 	 Evaluation took 0.039000 [s] 	 Writing to file took: 0.017000 [s]
GPS-Reading took: 0.000000 [s] 	 Scanning took 3.327000 [s] 	 Evaluation took 0.047000 [s] 	 Writing to file took: 0.048000 [s]
GPS-Reading took: 0.000000 [s] 	 Scanning took 3.326000 [s] 	 Evaluation took 0.037000 [s] 	 Writing to file took: 0.013000 [s]
GPS-Reading took: 0.001000 [s] 	 Scanning took 3.326000 [s] 	 Evaluation took 0.045000 [s] 	 Writing to file took: 0.015000 [s]
GPS-Reading took: 0.000000 [s] 	 Scanning took 3.326000 [s] 	 Evaluation took 0.047000 [s] 	 Writing to file took: 0.025000 [s]
GPS-Reading took: 0.000000 [s] 	 Scanning took 3.325000 [s] 	 Evaluation took 0.043000 [s] 	 Writing to file took: 0.019000 [s]
GPS-Reading took: 0.000000 [s] 	 Scanning took 3.335000 [s] 	 Evaluation took 0.047000 [s] 	 Writing to file took: 0.027000 [s]
GPS-Reading took: 0.000000 [s] 	 Scanning took 3.329000 [s] 	 Evaluation took 0.040000 [s] 	 Writing to file took: 0.018000 [s]
GPS-Reading took: 0.000000 [s] 	 Scanning took 3.327000 [s] 	 Evaluation took 0.040000 [s] 	 Writing to file took: 0.028000 [s]
GPS-Reading took: 0.000000 [s] 	 Scanning took 3.324000 [s] 	 Evaluation took 0.046000 [s] 	 Writing to file took: 0.036000 [s]
GPS-Reading took: 0.000000 [s] 	 Scanning took 3.328000 [s] 	 Evaluation took 0.038000 [s] 	 Writing to file took: 0.033000 [s]
GPS-Reading took: 0.000000 [s] 	 Scanning took 3.326000 [s] 	 Evaluation took 0.045000 [s] 	 Writing to file took: 0.034000 [s]
GPS-Reading took: 0.000000 [s] 	 Scanning took 3.331000 [s] 	 Evaluation took 0.051000 [s] 	 Writing to file took: 0.023000 [s]
GPS-Reading took: 0.000000 [s] 	 Scanning took 3.326000 [s] 	 Evaluation took 0.050000 [s] 	 Writing to file took: 0.042000 [s]
GPS-Reading took: 0.001000 [s] 	 Scanning took 3.327000 [s] 	 Evaluation took 0.047000 [s] 	 Writing to file took: 0.040000 [s]
GPS-Reading took: 0.000000 [s] 	 Scanning took 3.325000 [s] 	 Evaluation took 0.036000 [s] 	 Writing to file took: 0.013000 [s]
GPS-Reading took: 0.000000 [s] 	 Scanning took 3.327000 [s] 	 Evaluation took 0.047000 [s] 	 Writing to file took: 0.046000 [s]
GPS-Reading took: 0.000000 [s] 	 Scanning took 3.325000 [s] 	 Evaluation took 0.040000 [s] 	 Writing to file took: 0.022000 [s]
GPS-Reading took: 0.000000 [s] 	 Scanning took 3.329000 [s] 	 Evaluation took 0.050000 [s] 	 Writing to file took: 0.043000 [s]
GPS-Reading took: 0.000000 [s] 	 Scanning took 3.341000 [s] 	 Evaluation took 0.061000 [s] 	 Writing to file took: 0.024000 [s]
GPS-Reading took: 0.000000 [s] 	 Scanning took 3.334000 [s] 	 Evaluation took 0.049000 [s] 	 Writing to file took: 0.050000 [s]
GPS-Reading took: 0.000000 [s] 	 Scanning took 3.360000 [s] 	 Evaluation took 0.040000 [s] 	 Writing to file took: 0.045000 [s]
GPS-Reading took: 0.000000 [s] 	 Scanning took 3.328000 [s] 	 Evaluation took 0.053000 [s] 	 Writing to file took: 0.037000 [s]
GPS-Reading took: 0.000000 [s] 	 Scanning took 3.352000 [s] 	 Evaluation took 0.039000 [s] 	 Writing to file took: 0.015000 [s]
GPS-Reading took: 0.001000 [s] 	 Scanning took 3.344000 [s] 	 Evaluation took 0.044000 [s] 	 Writing to file took: 0.031000 [s]
GPS-Reading took: 0.000000 [s] 	 Scanning took 3.329000 [s] 	 Evaluation took 0.044000 [s] 	 Writing to file took: 0.033000 [s]
GPS-Reading took: 0.000000 [s] 	 Scanning took 3.329000 [s] 	 Evaluation took 0.037000 [s] 	 Writing to file took: 0.026000 [s]
GPS-Reading took: 0.000000 [s] 	 Scanning took 3.325000 [s] 	 Evaluation took 0.040000 [s] 	 Writing to file took: 0.027000 [s]
GPS-Reading took: 0.001000 [s] 	 Scanning took 3.327000 [s] 	 Evaluation took 0.051000 [s] 	 Writing to file took: 0.047000 [s]
GPS-Reading took: 0.000000 [s] 	 Scanning took 3.325000 [s] 	 Evaluation took 0.053000 [s] 	 Writing to file took: 0.041000 [s]
GPS-Reading took: 0.000000 [s] 	 Scanning took 3.327000 [s] 	 Evaluation took 0.057000 [s] 	 Writing to file took: 0.046000 [s]
GPS-Reading took: 0.001000 [s] 	 Scanning took 3.333000 [s] 	 Evaluation took 0.049000 [s] 	 Writing to file took: 0.044000 [s]
GPS-Reading took: 0.000000 [s] 	 Scanning took 3.332000 [s] 	 Evaluation took 0.045000 [s] 	 Writing to file took: 0.041000 [s]
GPS-Reading took: 0.000000 [s] 	 Scanning took 3.327000 [s] 	 Evaluation took 0.038000 [s] 	 Writing to file took: 0.033000 [s]
GPS-Reading took: 0.000000 [s] 	 Scanning took 3.329000 [s] 	 Evaluation took 0.052000 [s] 	 Writing to file took: 0.041000 [s]
GPS-Reading took: 0.000000 [s] 	 Scanning took 3.326000 [s] 	 Evaluation took 0.041000 [s] 	 Writing to file took: 0.030000 [s]
GPS-Reading took: 0.000000 [s] 	 Scanning took 3.327000 [s] 	 Evaluation took 0.040000 [s] 	 Writing to file took: 0.031000 [s]
GPS-Reading took: 0.000000 [s] 	 Scanning took 3.324000 [s] 	 Evaluation took 0.043000 [s] 	 Writing to file took: 0.044000 [s]
GPS-Reading took: 0.000000 [s] 	 Scanning took 3.326000 [s] 	 Evaluation took 0.048000 [s] 	 Writing to file took: 0.033000 [s]
GPS-Reading took: 0.000000 [s] 	 Scanning took 3.330000 [s] 	 Evaluation took 0.037000 [s] 	 Writing to file took: 0.026000 [s]
GPS-Reading took: 0.000000 [s] 	 Scanning took 3.328000 [s] 	 Evaluation took 0.037000 [s] 	 Writing to file took: 0.025000 [s]
GPS-Reading took: 0.000000 [s] 	 Scanning took 3.327000 [s] 	 Evaluation took 0.053000 [s] 	 Writing to file took: 0.042000 [s]
GPS-Reading took: 0.000000 [s] 	 Scanning took 3.324000 [s] 	 Evaluation took 0.048000 [s] 	 Writing to file took: 0.042000 [s]
GPS-Reading took: 0.000000 [s] 	 Scanning took 3.328000 [s] 	 Evaluation took 0.045000 [s] 	 Writing to file took: 0.040000 [s]
GPS-Reading took: 0.001000 [s] 	 Scanning took 3.327000 [s] 	 Evaluation took 0.048000 [s] 	 Writing to file took: 0.039000 [s]
GPS-Reading took: 0.000000 [s] 	 Scanning took 3.332000 [s] 	 Evaluation took 0.051000 [s] 	 Writing to file took: 0.037000 [s]
GPS-Reading took: 0.000000 [s] 	 Scanning took 3.327000 [s] 	 Evaluation took 0.043000 [s] 	 Writing to file took: 0.024000 [s]
GPS-Reading took: 0.000000 [s] 	 Scanning took 3.327000 [s] 	 Evaluation took 0.040000 [s] 	 Writing to file took: 0.013000 [s]
GPS-Reading took: 0.000000 [s] 	 Scanning took 3.322000 [s] 	 Evaluation took 0.040000 [s] 	 Writing to file took: 0.029000 [s]
GPS-Reading took: 0.000000 [s] 	 Scanning took 3.327000 [s] 	 Evaluation took 0.045000 [s] 	 Writing to file took: 0.027000 [s]
GPS-Reading took: 0.001000 [s] 	 Scanning took 3.324000 [s] 	 Evaluation took 0.043000 [s] 	 Writing to file took: 0.020000 [s]
GPS-Reading took: 0.000000 [s] 	 Scanning took 3.329000 [s] 	 Evaluation took 0.048000 [s] 	 Writing to file took: 0.037000 [s]
GPS-Reading took: 0.001000 [s] 	 Scanning took 3.326000 [s] 	 Evaluation took 0.053000 [s] 	 Writing to file took: 0.027000 [s]
GPS-Reading took: 0.000000 [s] 	 Scanning took 3.327000 [s] 	 Evaluation took 0.041000 [s] 	 Writing to file took: 0.031000 [s]
GPS-Reading took: 0.000000 [s] 	 Scanning took 3.323000 [s] 	 Evaluation took 0.042000 [s] 	 Writing to file took: 0.017000 [s]
GPS-Reading took: 0.000000 [s] 	 Scanning took 3.326000 [s] 	 Evaluation took 0.054000 [s] 	 Writing to file took: 0.034000 [s]
GPS-Reading took: 0.000000 [s] 	 Scanning took 3.330000 [s] 	 Evaluation took 0.046000 [s] 	 Writing to file took: 0.036000 [s]
GPS-Reading took: 0.000000 [s] 	 Scanning took 3.326000 [s] 	 Evaluation took 0.052000 [s] 	 Writing to file took: 0.035000 [s]
GPS-Reading took: 0.000000 [s] 	 Scanning took 3.331000 [s] 	 Evaluation took 0.037000 [s] 	 Writing to file took: 0.026000 [s]
GPS-Reading took: 0.000000 [s] 	 Scanning took 3.326000 [s] 	 Evaluation took 0.041000 [s] 	 Writing to file took: 0.035000 [s]
GPS-Reading took: 0.001000 [s] 	 Scanning took 3.328000 [s] 	 Evaluation took 0.055000 [s] 	 Writing to file took: 0.018000 [s]
GPS-Reading took: 0.000000 [s] 	 Scanning took 3.329000 [s] 	 Evaluation took 0.051000 [s] 	 Writing to file took: 0.041000 [s]
GPS-Reading took: 0.000000 [s] 	 Scanning took 3.327000 [s] 	 Evaluation took 0.047000 [s] 	 Writing to file took: 0.023000 [s]
GPS-Reading took: 0.000000 [s] 	 Scanning took 3.325000 [s] 	 Evaluation took 0.046000 [s] 	 Writing to file took: 0.034000 [s]
GPS-Reading took: 0.000000 [s] 	 Scanning took 3.326000 [s] 	 Evaluation took 0.047000 [s] 	 Writing to file took: 0.045000 [s]
GPS-Reading took: 0.000000 [s] 	 Scanning took 3.325000 [s] 	 Evaluation took 0.057000 [s] 	 Writing to file took: 0.030000 [s]
GPS-Reading took: 0.000000 [s] 	 Scanning took 3.329000 [s] 	 Evaluation took 0.046000 [s] 	 Writing to file took: 0.038000 [s]
GPS-Reading took: 0.000000 [s] 	 Scanning took 3.337000 [s] 	 Evaluation took 0.043000 [s] 	 Writing to file took: 0.031000 [s]
GPS-Reading took: 0.001000 [s] 	 Scanning took 3.325000 [s] 	 Evaluation took 0.053000 [s] 	 Writing to file took: 0.043000 [s]
GPS-Reading took: 0.001000 [s] 	 Scanning took 3.336000 [s] 	 Evaluation took 0.051000 [s] 	 Writing to file took: 0.041000 [s]
GPS-Reading took: 0.000000 [s] 	 Scanning took 3.327000 [s] 	 Evaluation took 0.047000 [s] 	 Writing to file took: 0.019000 [s]
GPS-Reading took: 0.001000 [s] 	 Scanning took 3.327000 [s] 	 Evaluation took 0.046000 [s] 	 Writing to file took: 0.023000 [s]
GPS-Reading took: 0.000000 [s] 	 Scanning took 3.328000 [s] 	 Evaluation took 0.045000 [s] 	 Writing to file took: 0.027000 [s]
GPS-Reading took: 0.000000 [s] 	 Scanning took 3.325000 [s] 	 Evaluation took 0.052000 [s] 	 Writing to file took: 0.042000 [s]
GPS-Reading took: 0.000000 [s] 	 Scanning took 3.326000 [s] 	 Evaluation took 0.040000 [s] 	 Writing to file took: 0.022000 [s]
GPS-Reading took: 0.001000 [s] 	 Scanning took 3.327000 [s] 	 Evaluation took 0.046000 [s] 	 Writing to file took: 0.047000 [s]
GPS-Reading took: 0.000000 [s] 	 Scanning took 3.331000 [s] 	 Evaluation took 0.052000 [s] 	 Writing to file took: 0.042000 [s]
GPS-Reading took: 0.000000 [s] 	 Scanning took 3.326000 [s] 	 Evaluation took 0.051000 [s] 	 Writing to file took: 0.022000 [s]
GPS-Reading took: 0.000000 [s] 	 Scanning took 3.326000 [s] 	 Evaluation took 0.044000 [s] 	 Writing to file took: 0.031000 [s]
GPS-Reading took: 0.000000 [s] 	 Scanning took 3.325000 [s] 	 Evaluation took 0.049000 [s] 	 Writing to file took: 0.041000 [s]
GPS-Reading took: 0.000000 [s] 	 Scanning took 3.330000 [s] 	 Evaluation took 0.048000 [s] 	 Writing to file took: 0.019000 [s]
GPS-Reading took: 0.001000 [s] 	 Scanning took 3.325000 [s] 	 Evaluation took 0.040000 [s] 	 Writing to file took: 0.024000 [s]
GPS-Reading took: 0.000000 [s] 	 Scanning took 3.327000 [s] 	 Evaluation took 0.045000 [s] 	 Writing to file took: 0.028000 [s]
GPS-Reading took: 0.000000 [s] 	 Scanning took 3.324000 [s] 	 Evaluation took 0.051000 [s] 	 Writing to file took: 0.038000 [s]
GPS-Reading took: 0.000000 [s] 	 Scanning took 3.327000 [s] 	 Evaluation took 0.039000 [s] 	 Writing to file took: 0.032000 [s]
GPS-Reading took: 0.000000 [s] 	 Scanning took 3.325000 [s] 	 Evaluation took 0.038000 [s] 	 Writing to file took: 0.016000 [s]
GPS-Reading took: 0.000000 [s] 	 Scanning took 3.329000 [s] 	 Evaluation took 0.037000 [s] 	 Writing to file took: 0.013000 [s]
GPS-Reading took: 0.000000 [s] 	 Scanning took 3.327000 [s] 	 Evaluation took 0.050000 [s] 	 Writing to file took: 0.036000 [s]
GPS-Reading took: 0.000000 [s] 	 Scanning took 3.333000 [s] 	 Evaluation took 0.044000 [s] 	 Writing to file took: 0.032000 [s]
